id, type, main_station, support_station, lat, lng, year, month, day_of_week, hour
3810,10,x,D,30.33019992,120.253577,2017,5,1,21
3811,8,p,,23.67191095,116.6488787,2017,5,1,19
3812,3,i,,30.29491067,120.1744149,2017,5,1,18
3813,3,a,,30.33264811,120.1300365,2017,5,1,14
3814,3,x,,30.33019992,120.253577,2017,5,1,12
3815,26,r,,30.29503306,120.087501,2017,5,1,11
3816,28,j,i,39.14827655,117.2830003,2017,5,1,0
3817,3,b,ja,30.33854015,120.1633275,2017,5,0,21
3818,9,e,,30.26015073,120.1827447,2017,5,0,19
3819,3,r,,30.29164217,120.0902147,2017,5,0,12
3820,3,a,,30.33166435,120.139576,2017,5,0,10
3821,6,E,,30.32440276,120.0670598,2017,5,0,7
3822,3,a,,30.31725559,120.1553451,2017,5,0,0
3823,3,q,,30.20487014,120.0636112,2017,5,6,20
3824,16,f,,30.24435657,120.2148956,2017,5,6,16
3825,2,E,,30.33799298,120.0953889,2017,5,6,0
3826,3,A,,30.19055393,120.1778828,2017,5,6,0
3827,10,A,,30.17581258,120.1586296,2017,5,5,22
3828,3,r,,30.2855052,120.0551716,2017,5,5,18
3829,3,x,,30.31883783,120.280135,2017,5,5,17
3830,10,E,,30.34166292,120.1211038,2017,5,5,14
3831,17,q,,30.23409704,120.047668,2017,5,5,13
3832,3,e,,30.25333778,120.1722919,2017,5,5,12
3833,10,f,,30.24113271,120.204927,2017,5,5,11
3834,3,x,,30.3297131,120.2628074,2017,5,5,3
3835,10,j,,30.36421084,120.2247278,2017,5,4,18
3836,3,f,,30.23799774,120.2106055,2017,5,4,11
3837,3,i,,30.29597174,120.1665805,2017,5,4,11
3838,3,r,s,30.2921913,120.1021162,2017,5,3,17
3839,3,F,,30.15182821,120.0424605,2017,5,3,17
3840,3,F,,30.15644864,120.0790413,2017,5,3,15
3841,10,g,,30.18996761,120.1180583,2017,5,3,13
3842,13,p,,30.2776018,120.1460095,2017,5,2,20
3843,3,A,,30.17038308,120.1782429,2017,5,2,18
3844,3,x,,30.319318,120.289898,2017,5,2,16
3845,17,b,,30.37662796,120.164859,2017,5,2,14
3846,3,Not_found,i,30.28567423,120.1995146,2017,5,2,2
3847,16,q,,30.26445823,120.0899029,2017,5,1,15
3848,3,x,,30.30701607,120.2714815,2017,5,1,12
3849,10,e,,30.24791813,120.1653315,2017,5,1,11
3850,10,j,,30.33365766,120.1827144,2017,5,1,8
3851,10,D,,30.29491472,120.2352892,2017,5,1,7
3852,3,r,s,30.31575127,120.0967004,2017,5,1,0
3853,3,A,,30.18281008,120.166911,2017,5,0,18
3854,3,E,,30.3373971,120.1047025,2017,5,0,17
3855,16,a,,30.30717773,120.160161,2017,5,0,12
3856,9,i,a,30.29197085,120.1680355,2017,5,0,11
3857,6,A,,30.19113393,120.1684601,2017,5,0,10
3858,3,r,,30.28767509,120.0562836,2017,5,0,10
3859,10,D,,30.29491472,120.2352892,2017,5,0,5
3860,8,E,,30.327075,120.0656867,2017,5,6,15
3861,16,D,,30.29728194,120.2552938,2017,5,6,15
3862,3,i,,30.29197545,120.1659236,2017,5,6,0
3863,3,f,,30.24773999,120.1956628,2017,5,5,20
3864,20,b,j,30.35514717,120.1874508,2017,5,5,18
3865,3,p,ai,30.2932362,120.1513861,2017,5,5,17
3866,2,B,,30.19816966,120.1662084,2017,5,5,13
3867,3,E,r,30.33875608,120.0578235,2017,5,5,5
3868,10,j,,30.32775697,120.2047617,2017,5,5,4
3869,3,q,,30.22761654,120.0563222,2017,5,4,21
3870,10,D,,30.2702277,120.2210425,2017,5,4,16
3871,3,a,,30.32231965,120.1520084,2017,5,4,16
3872,8,e,,30.26452717,120.2118949,2017,5,4,15
3873,3,x,,30.30987211,120.2996839,2017,5,4,11
3874,3,F,q,30.18020405,120.076093,2017,5,4,11
3875,3,h,,30.24013422,120.1830437,2017,5,4,0
3876,10,F,,30.14599528,120.0849356,2017,5,3,21
3877,10,F,,30.10527448,120.0948257,2017,5,3,18
3878,3,b,,30.3756304,120.1610578,2017,5,3,18
3879,8,j,,30.34479688,120.1916666,2017,5,3,16
3880,10,l,,23.67191095,116.6488787,2017,5,3,13
3881,16,F,,30.16506294,120.0858653,2017,5,3,7
3882,3,q,,30.24337808,120.061671,2017,5,2,22
3883,3,f,,30.25018269,120.1957859,2017,5,2,22
3884,17,s,,30.28053036,120.1277443,2017,5,2,17
3885,3,x,,30.31132804,120.2843,2017,5,2,11
3886,3,h,,30.25359624,120.1804438,2017,5,1,21
3887,10,F,,30.16638186,120.105028,2017,5,0,18
3888,3,x,D,30.31347134,120.2614876,2017,5,6,21
3889,8,E,,30.3328695,120.0993399,2017,5,6,18
3890,10,j,,30.32383198,120.17906,2017,5,6,16
3891,3,f,,30.24032189,120.207708,2017,5,6,16
3892,3,x,,30.32307149,120.2801602,2017,5,6,14
3893,3,B,A,30.18557252,120.1913939,2017,5,6,13
3894,3,B,,30.22488454,120.2275278,2017,5,5,19
3895,16,D,,30.29491472,120.2352892,2017,5,5,17
3896,3,B,,30.2079681,120.19259,2017,5,5,12
3897,3,B,,30.1959813,120.2209911,2017,5,5,7
3898,3,x,,30.31717056,120.2789306,2017,5,5,2
3899,20,D,f,30.28936314,120.2576142,2017,5,4,22
3900,8,E,,30.33676834,120.0844644,2017,5,4,21
3901,3,h,,30.24624106,120.181268,2017,5,3,22
3902,3,j,,30.36817198,120.2197491,2017,5,3,19
3903,3,q,,30.23825406,120.0665244,2017,5,3,17
3904,3,s,,30.27707308,120.1285491,2017,5,3,17
3905,3,p,s,30.28414836,120.1370351,2017,5,3,12
3906,10,A,,30.18843674,120.1851734,2017,5,3,8
3907,10,F,,30.11931681,120.1283633,2017,5,3,6
3908,3,j,,30.34479688,120.1916666,2017,5,2,10
3909,6,j,,30.35491602,120.2094149,2017,5,1,21
3910,3,j,,30.31343664,120.1739311,2017,5,1,17
3911,8,i,,30.29597174,120.1665805,2017,5,1,16
3912,8,j,,30.32991743,120.2027775,2017,5,1,16
3913,3,s,r,30.28774245,120.115741,2017,5,1,14
3914,3,j,,30.33590268,120.1965384,2017,5,1,12
3915,3,F,,30.16468825,120.0745302,2017,5,1,5
3916,0,e,h,30.25498657,120.1769714,2017,5,0,19
3917,3,A,,30.18294089,120.1635292,2017,5,0,18
3918,3,E,,30.33835143,120.1286172,2017,5,0,5
3919,8,h,,30.25821364,120.1906982,2017,5,0,0
3920,3,x,,30.32307149,120.2801602,2017,5,6,21
3921,3,E,,30.34587268,120.0752168,2017,5,6,18
3922,11,j,,30.3484195,120.2083461,2017,5,6,13
3923,8,p,,30.27063198,120.1612893,2017,5,6,11
3924,3,j,,30.32203838,120.2246972,2017,5,6,5
3925,6,B,,30.20792573,120.2081342,2017,5,5,21
3926,3,j,,30.3596693,120.198256,2017,5,5,17
3927,0,E,,30.32104104,120.08205,2017,5,4,22
3928,2,e,,30.26814163,120.1747003,2017,5,4,19
3929,8,i,,30.30647776,120.1794354,2017,5,4,19
3930,2,s,,30.28921415,120.140151,2017,5,4,18
3931,3,r,,30.2944741,120.1038674,2017,5,4,14
3932,6,p,,30.28817086,120.1420884,2017,5,4,13
3933,6,Not_found,f,30.29413506,120.2209272,2017,5,3,17
3934,10,s,,30.2854546,120.1284891,2017,5,3,15
3935,2,i,,30.30493976,120.1737602,2017,5,3,12
3936,16,b,,30.35415188,120.1423669,2017,5,3,11
3937,3,E,,30.34486599,120.133463,2017,5,3,8
3938,3,B,,30.22315606,120.2308196,2017,5,2,23
3939,8,i,,30.28301847,120.175902,2017,5,2,17
3940,12,g,,30.21438125,120.1713523,2017,5,1,20
3941,3,j,,30.3521509,120.1835253,2017,5,1,19
3942,3,F,,30.10266333,120.1118685,2017,5,1,16
3943,3,x,,26.86065744,100.2324645,2017,5,0,18
3944,10,A,,30.16488418,120.1680967,2017,4,6,20
3945,3,a,sr,30.30030797,120.1183394,2017,4,6,17
3946,27,q,,30.24342746,120.0660525,2017,4,6,12
3947,3,Not_found,e,30.2767746,120.1931878,2017,4,6,9
3948,10,x,,30.31932159,120.2923242,2017,4,6,8
3949,3,x,,30.33481843,120.2677079,2017,4,6,0
3950,39,p,,30.27345146,120.1405107,2017,4,5,23
3951,6,A,B,30.19763614,120.1666535,2017,4,5,21
3952,10,j,,30.33680216,120.1717535,2017,4,4,22
3953,26,q,,30.21613633,120.0248276,2017,4,4,22
3954,3,j,,30.34825354,120.2264099,2017,4,4,18
3955,10,A,,30.16986813,120.1399238,2017,4,4,16
3956,3,f,,30.24668907,120.1957006,2017,4,4,10
3957,3,B,,30.19459567,120.2218704,2017,4,3,13
3958,3,e,,30.2525815,120.1700768,2017,4,3,7
3959,3,A,,30.19368005,120.169397,2017,4,2,18
3960,3,x,,30.32845017,120.2662809,2017,4,2,18
3961,3,s,,30.29630001,120.1277511,2017,4,2,17
3962,3,s,r,30.2928139,120.1089489,2017,4,2,10
3963,3,s,,30.28038487,120.1254769,2017,4,2,7
3964,3,i,,30.29354102,120.1689557,2017,4,1,21
3965,3,r,,30.28413293,120.0959075,2017,4,1,14
3966,26,l,,28.67732214,115.902502,2017,4,0,19
3967,8,B,,30.21191619,120.2114533,2017,4,0,13
3968,3,Not_found,e,30.27186201,120.18107,2017,4,0,9
3969,3,B,,30.20289012,120.237792,2017,4,6,9
3970,3,b,,30.37052768,120.1625889,2017,4,6,9
3971,3,B,,30.15381247,120.2179167,2017,4,5,20
3972,16,F,,30.14092609,120.1304048,2017,4,5,16
3973,27,q,,30.24887699,120.0633751,2017,4,5,14
3974,3,e,,30.26463892,120.1850027,2017,4,5,0
3975,3,p,,30.27121044,120.1458554,2017,4,4,16
3976,3,i,pe,30.28384453,120.1640701,2017,4,4,15
3977,10,A,,30.18820393,120.1532144,2017,4,4,5
3978,16,x,,30.30915641,120.2965786,2017,4,4,0
3979,3,Not_found,e,30.27099921,120.1761061,2017,4,3,13
3980,3,e,,30.25791042,120.1800987,2017,4,3,8
3981,6,E,ra,30.3411488,120.1181885,2017,4,3,5
3982,3,x,,30.3297131,120.2628074,2017,4,3,1
3983,3,e,,30.27352226,120.1686891,2017,4,2,14
3984,8,p,,30.26959055,120.1589698,2017,4,2,6
3985,3,r,,30.28992789,120.0675639,2017,4,2,6
3986,3,x,,30.31717056,120.2789306,2017,4,1,23
3987,3,B,,30.18420681,120.1937829,2017,4,1,23
3988,10,A,,30.16534443,120.1829467,2017,4,1,12
3989,10,l,q,30.26582797,120.1055461,2017,4,1,10
3990,2,h,,30.24123138,120.1857828,2017,4,1,7
3991,3,D,,30.27837606,120.231042,2017,4,0,22
3992,10,q,,30.2005998,120.0644055,2017,4,0,21
3993,3,A,,30.19099604,120.1848379,2017,4,0,20
3994,3,f,,30.23638891,120.2029332,2017,4,0,14
3995,3,E,,30.33306237,120.1114189,2017,4,0,0
3996,3,h,,30.25648138,120.1921723,2017,4,6,22
3997,10,A,,30.17066642,120.1682657,2017,4,6,20
3998,3,j,,30.33428176,120.1696255,2017,4,6,16
3999,3,i,,30.29354102,120.1689557,2017,4,6,15
4000,3,h,,30.24313153,120.1769826,2017,4,6,8
4001,3,e,h,30.26612329,120.1901646,2017,4,6,1
4002,3,b,ja,30.34521833,120.1558096,2017,4,5,23
4003,3,B,,30.22536807,120.2307091,2017,4,5,17
4004,3,p,,30.27602506,120.149838,2017,4,5,16
4005,3,B,,30.207999,120.2051371,2017,4,5,13
4006,6,A,,30.19006914,120.1599179,2017,4,5,3
4007,3,j,,30.35293298,120.180134,2017,4,4,14
4008,12,h,,30.25228209,120.184491,2017,4,4,8
4009,3,F,,30.11658076,120.0690677,2017,4,4,4
4010,3,r,s,30.28414174,120.0980633,2017,4,4,1
4011,10,j,,30.321038,120.1719517,2017,4,3,18
4012,11,i,,30.28687581,120.1711609,2017,4,3,13
4013,9,B,,30.21327949,120.215255,2017,4,3,12
4014,10,s,,30.2928139,120.1089489,2017,4,3,10
4015,3,p,,23.67191095,116.6488787,2017,4,1,20
4016,3,E,,30.35217568,120.0388442,2017,4,1,4
4017,3,h,,30.25315965,120.1895122,2017,4,0,13
4018,3,A,,30.18263908,120.1408156,2017,4,5,20
4019,13,s,,30.27835688,120.1227109,2017,4,4,20
4020,3,h,,30.25017629,120.1813248,2017,4,2,23
4021,3,B,,30.20319374,120.2070794,2017,4,2,17
4022,23,x,,30.32698241,120.2607093,2017,4,2,8
4023,3,j,a,30.33518071,120.1722676,2017,4,2,8
4024,2,j,,21.20528028,110.3936644,2017,4,1,21
4025,3,i,,30.28566931,120.1898726,2017,4,1,19
4026,8,r,,30.29949414,120.0865326,2017,4,1,18
4027,10,A,,30.17066642,120.1682657,2017,4,1,17
4028,3,p,,30.28092722,120.1541466,2017,4,1,14
4029,3,j,,30.36531696,120.240588,2017,4,1,10
4030,3,f,Bgh,30.22618479,120.1851219,2017,4,0,18
4031,3,i,,30.28346507,120.1838501,2017,4,0,18
4032,9,e,ph,30.26838087,120.1674977,2017,4,0,12
4033,3,b,,30.36606581,120.1591803,2017,4,6,19
4034,3,f,,30.23968134,120.1923486,2017,4,6,17
4035,8,x,,25.94582522,115.9157857,2017,4,6,15
4036,3,B,,30.21316948,120.2105734,2017,4,6,10
4037,3,r,,30.28224293,120.1023211,2017,4,5,20
4038,10,E,,30.33107319,120.1097079,2017,4,5,20
4039,3,g,,30.21532663,120.1771401,2017,4,5,19
4040,3,E,,30.3373971,120.1047025,2017,4,5,17
4041,10,j,,21.20528028,110.3936644,2017,4,5,6
4042,3,f,,30.24955975,120.1955356,2017,3,4,23
4043,3,B,,30.19770083,120.1989725,2017,3,4,16
4044,3,A,,30.17638658,120.1499351,2017,3,4,8
4045,3,h,,30.23473716,120.1776387,2017,3,3,20
4046,3,i,,30.29597174,120.1665805,2017,3,3,17
4047,8,h,,30.26258065,120.189208,2017,3,1,22
4048,3,B,,30.20721786,120.1997523,2017,3,1,20
4049,20,F,,30.16389709,120.084902,2017,3,1,11
4050,3,D,,30.28789908,120.2394708,2017,3,0,23
4051,3,j,,30.36220633,120.2453549,2017,3,0,17
4052,3,p,,30.28729993,120.1497287,2017,3,0,14
4053,11,i,,30.28775789,120.1805139,2017,3,6,23
4054,3,D,,30.28161303,120.2338347,2017,3,6,12
4055,3,i,,30.28393014,120.1871984,2017,3,5,16
4056,3,j,,30.36485103,120.216771,2017,3,5,13
4057,3,f,,30.25027379,120.198094,2017,3,5,5
4058,3,e,,30.24934652,120.1759579,2017,3,4,22
4059,20,q,,30.2483939,120.0596774,2017,3,4,13
4060,2,x,,30.31717056,120.2789306,2017,3,2,21
4061,3,j,,30.34479688,120.1916666,2017,3,2,21
4062,1,D,,30.29288157,120.2411388,2017,3,2,17
4063,10,A,,30.16096918,120.1573527,2017,3,2,7
4064,6,e,hDgfi,30.25642265,120.176058,2017,3,1,21
4065,3,s,,30.28109727,120.1230267,2017,3,1,13
4066,38,p,,30.2847445,120.152508,2017,3,1,13
4067,18,D,,30.29491472,120.2352892,2017,3,1,5
4068,20,h,,30.23992081,120.1785312,2017,3,0,23
4069,3,a,,30.33122079,120.1409865,2017,3,0,23
4070,3,D,,30.29976698,120.2685497,2017,3,0,7
4071,3,D,,30.29295046,120.2394178,2017,3,0,2
4072,3,h,,30.24992695,120.1812091,2017,3,6,20
4073,3,j,,30.34479688,120.1916666,2017,3,5,15
4074,11,a,,30.32339305,120.1596978,2017,3,5,14
4075,3,B,,30.20764701,120.2175316,2017,3,5,11
4076,9,s,r,30.28974764,120.1125329,2017,3,5,10
4077,3,x,,30.30701607,120.2714815,2017,3,4,20
4078,2,r,,30.31725099,120.0954635,2017,3,4,8
4079,3,a,,30.28193691,120.1600576,2017,3,3,20
4080,3,e,,30.26124704,120.1770637,2017,3,3,17
4081,3,B,,30.20886135,120.2207637,2017,3,3,9
4082,10,E,,30.31987214,120.112948,2017,3,3,7
4083,3,f,,30.22994632,120.2021966,2017,3,2,16
4084,3,a,,30.31914179,120.1525556,2017,3,2,12
4085,3,h,,30.23976855,120.1749686,2017,3,2,8
4086,10,g,,30.21905387,120.1586913,2017,3,1,17
4087,9,p,,30.27346916,120.1434051,2017,3,1,6
4088,3,D,,30.28873952,120.2550527,2017,3,1,2
4089,8,E,,30.3373971,120.1047025,2017,3,0,18
4090,16,E,,30.34405401,120.1132858,2017,3,0,16
4091,3,e,,30.27249814,120.1705548,2017,3,0,14
4092,10,j,,30.34438665,120.2224911,2017,3,0,9
4093,8,j,,30.34479688,120.1916666,2017,3,6,22
4094,3,D,,30.29491472,120.2352892,2017,3,5,21
4095,3,E,ra,30.32706501,120.0846878,2017,3,4,13
4096,8,j,,30.346058,120.2361555,2017,3,3,21
4097,3,E,,30.32791065,120.1056556,2017,3,3,10
4098,10,q,,30.25152471,120.0731559,2017,3,3,8
4099,8,x,,30.31768098,120.2646616,2017,3,3,2
4100,0,a,,30.28237688,120.1750716,2017,3,2,23
4101,3,j,,30.31587676,120.1752134,2017,3,2,8
4102,2,x,,30.31942291,120.2601842,2017,3,1,20
4103,3,p,,30.2757757,120.1537534,2017,3,1,18
4104,3,A,,30.1779562,120.148963,2017,3,1,13
4105,3,B,,30.20366871,120.2393553,2017,3,1,2
4106,3,e,,30.25913996,120.1846248,2017,3,6,17
4107,16,x,,30.31960076,120.275158,2017,3,6,16
4108,3,A,,30.17672377,120.168152,2017,3,6,0
4109,3,F,,30.12836756,120.0504437,2017,3,5,18
4110,3,h,,30.24934987,120.1815347,2017,3,5,13
4111,3,f,,30.24113271,120.204927,2017,3,4,20
4112,8,D,,30.28974663,120.2313345,2017,3,4,15
4113,3,B,,30.22172284,120.2205085,2017,3,4,14
4114,8,s,,30.2950849,120.1200832,2017,3,4,10
4115,9,q,,30.21595408,120.030581,2017,3,4,9
4116,8,D,,30.29542168,120.2530951,2017,3,3,18
4117,20,F,,30.15321406,120.0246346,2017,3,3,16
4118,10,A,,30.18843674,120.1851734,2017,3,3,15
4119,2,E,,30.3373971,120.1047025,2017,3,3,13
4120,3,f,,30.23968134,120.1923486,2017,3,3,7
4121,3,e,,30.25238878,120.1726624,2017,3,2,23
4122,20,E,,30.2483939,120.0596774,2017,3,2,23
4123,3,p,,30.28664293,120.1554123,2017,3,2,18
4124,3,j,,30.31317998,120.1734831,2017,3,2,16
4125,3,s,,30.29656818,120.1181618,2017,3,2,13
4126,3,s,r,30.2928139,120.1089489,2017,3,2,10
4127,3,D,,30.27083327,120.2302586,2017,3,2,3
4128,8,h,,30.24587573,120.184608,2017,2,1,16
4129,26,E,,30.32844152,120.0395847,2017,2,1,16
4130,3,x,,30.33120793,120.2717339,2017,2,1,16
4131,3,i,,30.29517977,120.1652051,2017,2,1,8
4132,3,s,,30.2828142,120.1177324,2017,2,1,7
4133,3,B,,30.17117957,120.209124,2017,2,1,0
4134,3,a,,30.32643619,120.1213118,2017,2,0,22
4135,2,j,,30.36982076,120.2336604,2017,2,0,18
4136,3,a,,30.30717773,120.160161,2017,2,0,18
4137,10,F,,30.12142582,120.1342404,2017,2,0,15
4138,3,r,,30.31812173,120.1000755,2017,2,0,14
4139,9,e,,30.26819021,120.1746807,2017,2,0,10
4140,10,F,,30.1023719,120.0874579,2017,2,6,23
4141,2,x,,30.31842,120.2547455,2017,2,6,12
4142,3,g,,30.21438125,120.1713523,2017,2,6,11
4143,9,a,,30.30002376,120.1506773,2017,2,5,23
4144,3,D,,30.29547079,120.2532253,2017,2,5,18
4145,8,A,,30.17435556,120.1741469,2017,2,5,15
4146,10,e,,30.27139221,120.1672069,2017,2,5,12
4147,3,B,,30.20444331,120.2396173,2017,2,5,9
4148,6,i,,30.27967348,120.1824609,2017,2,4,21
4149,3,Not_found,De,30.27534014,120.1926224,2017,2,4,19
4150,3,x,,30.3297131,120.2628074,2017,2,4,17
4151,3,A,,30.16480206,120.2053764,2017,2,4,11
4152,10,A,,30.16902432,120.1517054,2017,2,4,7
4153,3,E,,30.34055871,120.1067282,2017,2,3,21
4154,3,i,,30.29597174,120.1665805,2017,2,3,17
4155,10,A,,30.17066642,120.1682657,2017,2,3,17
4156,8,D,,30.27813014,120.2344344,2017,2,3,12
4157,3,x,,26.86065744,100.2324645,2017,2,3,9
4158,3,i,,30.29597174,120.1665805,2017,2,2,9
4159,3,j,,30.31247623,120.1783945,2017,2,2,0
4160,10,r,,30.32736311,120.0915457,2017,2,1,19
4161,3,j,,30.32203838,120.2246972,2017,2,1,18
4162,3,j,,30.31247623,120.1783945,2017,2,0,23
4163,3,i,,30.30188503,120.1643,2017,2,0,21
4164,2,x,,30.31912215,120.2764244,2017,2,0,17
4165,2,s,,30.28660699,120.0917003,2017,2,0,16
4166,3,s,,30.28723444,120.1245127,2017,2,0,7
4167,3,p,,30.28340207,120.1420796,2017,2,6,20
4168,10,A,,30.16334128,120.1616279,2017,2,6,16
4169,8,B,,30.20699408,120.204695,2017,2,6,16
4170,10,x,,30.31289438,120.2730391,2017,2,6,14
4171,3,e,,30.27300895,120.1689116,2017,2,6,10
4172,3,B,,30.22172284,120.2205085,2017,2,5,20
4173,3,j,ai,30.31317998,120.1734831,2017,2,5,14
4174,17,s,,30.29191534,120.1176199,2017,2,4,18
4175,17,i,,30.29823791,120.1740795,2017,2,4,17
4176,3,f,,30.22148887,120.1837342,2017,2,4,13
4177,10,F,,30.11931681,120.1283633,2017,2,4,13
4178,3,B,,30.20487123,120.1927984,2017,2,3,22
4179,3,i,,30.29228206,120.1584885,2017,2,3,21
4180,3,x,,30.3297131,120.2628074,2017,2,3,12
4181,0,p,,30.29814639,120.1548485,2017,2,2,13
4182,6,Not_found,e,30.27518661,120.1842396,2017,2,2,8
4183,8,j,,30.32121733,120.1875016,2017,2,2,7
4184,3,B,,30.18584116,120.2016438,2017,2,2,6
4185,2,x,,30.29158916,120.2597847,2017,2,2,3
4186,10,r,,30.29425177,120.0703375,2017,2,1,15
4187,3,i,,30.29597174,120.1665805,2017,2,1,11
4188,2,j,,30.353408,120.197761,2017,2,0,23
4189,10,A,,30.19816966,120.1662084,2017,2,0,20
4190,3,F,,30.11931681,120.1283633,2017,2,0,13
4191,3,B,,30.19695707,120.227718,2017,2,0,12
4192,10,F,,30.13026632,120.1061522,2017,2,6,23
4193,3,B,,30.21315622,120.2222896,2017,2,6,3
4194,3,x,,30.33019992,120.253577,2017,2,5,23
4195,10,E,,30.33703001,120.108717,2017,2,5,13
4196,3,f,,30.23834329,120.1962839,2017,2,5,11
4197,3,b,,30.33987332,120.1535108,2017,2,5,8
4198,3,j,,30.34479688,120.1916666,2017,2,4,12
4199,3,j,,30.36096228,120.2287238,2017,2,4,12
4200,3,E,,30.33395938,120.0985549,2017,2,4,3
4201,3,B,,30.19849733,120.1846056,2017,2,3,9
4202,3,B,A,30.18477155,120.2170341,2017,2,2,23
4203,3,A,,30.19660449,120.170812,2017,2,2,20
4204,3,b,,30.36935034,120.1538608,2017,2,1,17
4205,16,a,E,30.30876995,120.1603705,2017,2,1,13
4206,3,A,,30.17135262,120.1660485,2017,2,0,18
4207,3,s,r,30.28774245,120.115741,2017,2,0,18
4208,3,f,,30.23799774,120.2106055,2017,2,0,14
4209,11,F,,30.16506294,120.0858653,2017,2,0,11
4210,3,r,,30.28801104,120.0640225,2017,2,0,0
4211,8,A,,30.16987266,120.177455,2017,2,6,14
4212,16,j,,30.3119703,120.170828,2017,2,6,9
4213,3,s,,30.29255859,120.126751,2017,2,5,14
4214,10,r,,30.26284392,120.0847571,2017,2,5,6
4215,3,j,,30.35293298,120.180134,2017,2,4,14
4216,3,A,,30.19448494,120.1673018,2017,2,3,15
4217,3,F,,30.19842694,120.060511,2017,2,2,16
4218,10,B,,30.17528744,120.2095963,2017,2,2,12
4219,3,j,,30.3188821,120.1627069,2017,2,2,10
4220,10,j,,30.36086498,120.2380126,2017,1,1,20
4221,3,x,,30.31717056,120.2789306,2017,1,1,16
4222,3,e,,30.24266252,120.1653652,2017,1,1,16
4223,28,g,,30.21565768,120.1538659,2017,1,1,15
4224,10,q,,30.2483939,120.0596774,2017,1,1,13
4225,3,A,,30.17002784,120.1773212,2017,1,1,0
4226,3,B,,30.19723043,120.2379557,2017,1,0,15
4227,3,x,,30.32439333,120.2555355,2017,1,0,14
4228,3,h,,30.23597572,120.18068,2017,1,0,13
4229,2,f,,30.24749922,120.1971653,2017,1,0,6
4230,10,F,,30.16506294,120.0858653,2017,1,6,17
4231,10,B,,30.17707648,120.2051684,2017,1,6,13
4232,3,F,,30.15182821,120.0424605,2017,1,5,22
4233,3,q,,30.25175206,120.075658,2017,1,5,21
4234,3,F,,30.12371347,120.1559167,2017,1,5,12
4235,3,B,,30.17147298,120.2121304,2017,1,5,8
4236,3,s,,30.28942722,120.1197057,2017,1,4,16
4237,3,i,,39.14827655,117.2830003,2017,1,4,15
4238,3,a,,30.31487482,120.139765,2017,1,4,11
4239,10,r,,30.29166431,120.0753514,2017,1,3,13
4240,10,B,,30.19415812,120.2052523,2017,1,3,4
4241,3,F,,30.09676817,120.0795268,2017,1,2,20
4242,3,f,,30.24396955,120.2073389,2017,1,2,18
4243,3,a,,30.31357787,120.1650325,2017,1,2,17
4244,26,E,,30.33102121,120.0524184,2017,1,2,13
4245,10,F,,30.13389436,120.1469444,2017,1,2,13
4246,10,A,,30.17113601,120.1670249,2017,1,2,12
4247,8,E,,30.33849954,120.1191063,2017,1,2,7
4248,9,e,,30.25773129,120.1763118,2017,1,2,0
4249,18,A,,30.16543748,120.1610955,2017,1,1,21
4250,8,i,,30.29244243,120.1715606,2017,1,1,17
4251,37,j,,30.34604854,120.2093506,2017,1,1,13
4252,3,f,,30.22433377,120.1829296,2017,1,1,10
4253,18,A,BFgfD,30.18747415,120.1724252,2017,1,0,21
4254,3,j,,30.35293298,120.180134,2017,1,0,20
4255,3,h,,30.24203946,120.178807,2017,1,0,20
4256,3,j,,30.34479688,120.1916666,2017,1,0,11
4257,39,r,,30.28909604,120.077921,2017,1,6,16
4258,20,l,,23.67191095,116.6488787,2017,1,6,11
4259,16,j,,30.31277272,120.1865829,2017,1,5,19
4260,3,i,,30.29672409,120.1620072,2017,1,5,11
4261,3,p,,30.27709762,120.1584448,2017,1,5,10
4262,10,E,,30.34023472,120.1292317,2017,1,4,20
4263,3,q,l,30.23832995,120.0631648,2017,1,4,15
4264,3,i,,30.30220082,120.1629247,2017,1,4,15
4265,1,E,,30.33705432,120.1257827,2017,1,3,12
4266,20,b,,30.34155858,120.1291098,2017,1,3,7
4267,3,r,s,30.3011098,120.1082831,2017,1,2,19
4268,3,E,,30.3323163,120.0491467,2017,1,2,12
4269,8,r,,30.29487527,120.100688,2017,1,2,12
4270,8,i,,30.30297292,120.1807498,2017,1,2,11
4271,3,f,,30.24911776,120.2020679,2017,1,1,10
4272,9,l,,23.67191095,116.6488787,2017,1,1,8
4273,3,b,,30.36744947,120.1636317,2017,1,1,2
4274,3,i,,30.30222583,120.1638777,2017,1,0,22
4275,3,s,r,30.28199274,120.1098277,2017,1,0,21
4276,3,e,,30.2431866,120.168728,2017,1,0,20
4277,3,g,,30.21456046,120.1731731,2017,1,0,20
4278,8,s,,30.2854546,120.1284891,2017,1,0,20
4279,3,x,,30.319318,120.289898,2017,1,0,17
4280,21,s,,30.29364954,120.1254508,2017,1,0,15
4281,3,j,,30.3579926,120.2032843,2017,1,0,14
4282,8,s,,30.24745624,120.1718198,2017,1,6,23
4283,3,D,,30.28602171,120.2183869,2017,1,6,17
4284,3,B,,30.19705196,120.222574,2017,1,6,0
4285,3,E,j,30.32520454,120.1480329,2017,1,5,20
4286,3,E,,30.33823189,120.1018975,2017,1,5,2
4287,3,b,j,30.34455004,120.157309,2017,1,4,11
4288,3,x,,41.57982086,120.4574995,2017,1,3,17
4289,3,B,,30.20631469,120.2000588,2017,1,2,23
4290,3,B,,30.20155211,120.2216632,2017,1,2,19
